review_profilename_index,recommendations
5807,"[Row(beer_beerid=42941, rating=5.896752834320068), Row(beer_beerid=66841, rating=5.811590194702148)]"
5809,"[Row(beer_beerid=51494, rating=4.769288539886475), Row(beer_beerid=45400, rating=4.65045166015625)]"
5815,"[Row(beer_beerid=54147, rating=5.4136176109313965), Row(beer_beerid=51494, rating=5.391776084899902)]"
5820,"[Row(beer_beerid=65602, rating=4.915356636047363), Row(beer_beerid=42941, rating=4.90418004989624)]"
5821,"[Row(beer_beerid=52862, rating=5.109530448913574), Row(beer_beerid=58479, rating=4.842328071594238)]"
5831,"[Row(beer_beerid=52862, rating=5.308063507080078), Row(beer_beerid=66841, rating=5.1462321281433105)]"
5833,"[Row(beer_beerid=51494, rating=5.476646900177002), Row(beer_beerid=29103, rating=5.120598316192627)]"
5836,"[Row(beer_beerid=52862, rating=5.694839000701904), Row(beer_beerid=58479, rating=5.3517255783081055)]"
5837,"[Row(beer_beerid=45680, rating=5.017764091491699), Row(beer_beerid=48849, rating=4.995984077453613)]"
5842,"[Row(beer_beerid=52862, rating=5.1814446449279785), Row(beer_beerid=65602, rating=5.018886089324951)]"
5846,"[Row(beer_beerid=51494, rating=4.9376325607299805), Row(beer_beerid=35361, rating=4.778706073760986)]"
5848,"[Row(beer_beerid=52862, rating=4.842907905578613), Row(beer_beerid=51494, rating=4.824758529663086)]"
5855,"[Row(beer_beerid=35361, rating=5.008151531219482), Row(beer_beerid=52862, rating=4.978341102600098)]"
5858,"[Row(beer_beerid=51494, rating=5.484579563140869), Row(beer_beerid=35361, rating=5.434427738189697)]"
5859,"[Row(beer_beerid=51494, rating=5.301848411560059), Row(beer_beerid=45680, rating=5.10111141204834)]"
5863,"[Row(beer_beerid=51494, rating=4.945796012878418), Row(beer_beerid=35361, rating=4.850944995880127)]"
5865,"[Row(beer_beerid=52862, rating=5.121974945068359), Row(beer_beerid=45680, rating=4.9545745849609375)]"
5873,"[Row(beer_beerid=52862, rating=5.370929718017578), Row(beer_beerid=65602, rating=5.182522773742676)]"
5877,"[Row(beer_beerid=35361, rating=5.019997596740723), Row(beer_beerid=42941, rating=4.996875286102295)]"
5878,"[Row(beer_beerid=51494, rating=5.052196979522705), Row(beer_beerid=52862, rating=5.012777328491211)]"
5881,"[Row(beer_beerid=52862, rating=5.314060688018799), Row(beer_beerid=51494, rating=5.055798530578613)]"
5882,"[Row(beer_beerid=51494, rating=5.221899509429932), Row(beer_beerid=42941, rating=5.0431928634643555)]"
5883,"[Row(beer_beerid=52862, rating=4.929306507110596), Row(beer_beerid=51494, rating=4.818198204040527)]"
5889,"[Row(beer_beerid=65602, rating=5.237269878387451), Row(beer_beerid=42941, rating=5.236671447753906)]"
5894,"[Row(beer_beerid=35361, rating=4.847688674926758), Row(beer_beerid=25702, rating=4.784491062164307)]"
5901,"[Row(beer_beerid=73262, rating=5.251100063323975), Row(beer_beerid=42941, rating=5.223239898681641)]"
5902,"[Row(beer_beerid=12618, rating=4.349759578704834), Row(beer_beerid=38372, rating=4.304448127746582)]"
5906,"[Row(beer_beerid=51494, rating=5.039531707763672), Row(beer_beerid=45400, rating=4.995477199554443)]"
5908,"[Row(beer_beerid=51494, rating=5.057559490203857), Row(beer_beerid=35361, rating=4.986842632293701)]"
5910,"[Row(beer_beerid=51494, rating=5.2106757164001465), Row(beer_beerid=58479, rating=5.140957355499268)]"
5911,"[Row(beer_beerid=35361, rating=5.331523895263672), Row(beer_beerid=52862, rating=5.047399997711182)]"
5919,"[Row(beer_beerid=45680, rating=5.026609420776367), Row(beer_beerid=52862, rating=5.024493217468262)]"
5928,"[Row(beer_beerid=51494, rating=5.335972785949707), Row(beer_beerid=35361, rating=5.310329437255859)]"
5935,"[Row(beer_beerid=52862, rating=5.077906131744385), Row(beer_beerid=51494, rating=5.040027141571045)]"
5939,"[Row(beer_beerid=76115, rating=4.758423805236816), Row(beer_beerid=53731, rating=4.758423805236816)]"
5944,"[Row(beer_beerid=51494, rating=5.2269086837768555), Row(beer_beerid=35361, rating=5.197812080383301)]"
5951,"[Row(beer_beerid=52862, rating=4.951653480529785), Row(beer_beerid=42941, rating=4.769920349121094)]"
5952,"[Row(beer_beerid=42941, rating=5.397583961486816), Row(beer_beerid=51494, rating=5.366054058074951)]"
5955,"[Row(beer_beerid=35361, rating=5.1055426597595215), Row(beer_beerid=74086, rating=5.032189846038818)]"
5963,"[Row(beer_beerid=51494, rating=5.3752121925354), Row(beer_beerid=35361, rating=5.252504348754883)]"
5973,"[Row(beer_beerid=51494, rating=5.440378189086914), Row(beer_beerid=66841, rating=5.3114142417907715)]"
5977,"[Row(beer_beerid=42941, rating=4.941897869110107), Row(beer_beerid=51494, rating=4.934648036956787)]"
5979,"[Row(beer_beerid=52862, rating=5.0863118171691895), Row(beer_beerid=67231, rating=5.038605690002441)]"
5980,"[Row(beer_beerid=20507, rating=4.954268455505371), Row(beer_beerid=73262, rating=4.921576976776123)]"
5986,"[Row(beer_beerid=51494, rating=5.084404945373535), Row(beer_beerid=42941, rating=4.995294094085693)]"
5987,"[Row(beer_beerid=51494, rating=5.7294840812683105), Row(beer_beerid=42941, rating=5.650454521179199)]"
5990,"[Row(beer_beerid=51494, rating=4.87424373626709), Row(beer_beerid=52862, rating=4.7841877937316895)]"
5991,"[Row(beer_beerid=20507, rating=4.715564250946045), Row(beer_beerid=35361, rating=4.459521293640137)]"
5994,"[Row(beer_beerid=35361, rating=5.077201843261719), Row(beer_beerid=25702, rating=4.9064836502075195)]"
6007,"[Row(beer_beerid=5980, rating=5.489362716674805), Row(beer_beerid=33113, rating=5.387530326843262)]"
6008,"[Row(beer_beerid=42941, rating=5.1440277099609375), Row(beer_beerid=76115, rating=5.077553749084473)]"
6013,"[Row(beer_beerid=42941, rating=5.4653449058532715), Row(beer_beerid=51494, rating=5.450763702392578)]"
6016,"[Row(beer_beerid=51494, rating=5.272429943084717), Row(beer_beerid=45400, rating=5.136824607849121)]"
6021,"[Row(beer_beerid=51494, rating=5.7643609046936035), Row(beer_beerid=42941, rating=5.673163414001465)]"
6022,"[Row(beer_beerid=52862, rating=4.868842601776123), Row(beer_beerid=67231, rating=4.844078540802002)]"
6023,"[Row(beer_beerid=51494, rating=5.242434501647949), Row(beer_beerid=35361, rating=5.238243103027344)]"
6025,"[Row(beer_beerid=35361, rating=5.4731526374816895), Row(beer_beerid=58869, rating=5.1397175788879395)]"
6033,"[Row(beer_beerid=35361, rating=5.047494888305664), Row(beer_beerid=51494, rating=5.006982803344727)]"
6036,"[Row(beer_beerid=35361, rating=5.489157676696777), Row(beer_beerid=51494, rating=5.382961750030518)]"
6037,"[Row(beer_beerid=42941, rating=5.069516181945801), Row(beer_beerid=35361, rating=5.039912700653076)]"
6038,"[Row(beer_beerid=35361, rating=5.396835803985596), Row(beer_beerid=62900, rating=5.373218536376953)]"
6039,"[Row(beer_beerid=65602, rating=5.429300785064697), Row(beer_beerid=66415, rating=5.405320167541504)]"
6041,"[Row(beer_beerid=38884, rating=5.47818660736084), Row(beer_beerid=55192, rating=5.429803371429443)]"
6044,"[Row(beer_beerid=52862, rating=5.084853172302246), Row(beer_beerid=28603, rating=5.059422969818115)]"
6046,"[Row(beer_beerid=51494, rating=5.30184268951416), Row(beer_beerid=52862, rating=5.288712501525879)]"
6047,"[Row(beer_beerid=52862, rating=5.536531925201416), Row(beer_beerid=62900, rating=5.526297092437744)]"
6048,"[Row(beer_beerid=51494, rating=5.233030319213867), Row(beer_beerid=35361, rating=5.145280361175537)]"
6049,"[Row(beer_beerid=51494, rating=5.035419464111328), Row(beer_beerid=46609, rating=4.96608829498291)]"
6054,"[Row(beer_beerid=42941, rating=5.166973114013672), Row(beer_beerid=76115, rating=5.166301727294922)]"
6058,"[Row(beer_beerid=42941, rating=4.720489978790283), Row(beer_beerid=45680, rating=4.696927070617676)]"
6061,"[Row(beer_beerid=52862, rating=6.194090366363525), Row(beer_beerid=73262, rating=6.006470203399658)]"
6062,"[Row(beer_beerid=70645, rating=5.109912395477295), Row(beer_beerid=51494, rating=4.97446870803833)]"
6069,"[Row(beer_beerid=58479, rating=4.869668483734131), Row(beer_beerid=57390, rating=4.869668483734131)]"
6070,"[Row(beer_beerid=74086, rating=5.2267842292785645), Row(beer_beerid=42941, rating=4.963064193725586)]"
6073,"[Row(beer_beerid=51494, rating=4.836361408233643), Row(beer_beerid=65602, rating=4.831331729888916)]"
6074,"[Row(beer_beerid=73262, rating=4.727095603942871), Row(beer_beerid=52862, rating=4.480678558349609)]"
6078,"[Row(beer_beerid=52862, rating=5.5219407081604), Row(beer_beerid=39373, rating=5.46421480178833)]"
6079,"[Row(beer_beerid=25702, rating=4.838542938232422), Row(beer_beerid=52862, rating=4.835982322692871)]"
6083,"[Row(beer_beerid=52862, rating=5.2492852210998535), Row(beer_beerid=67231, rating=5.07830286026001)]"
6092,"[Row(beer_beerid=51494, rating=5.3052167892456055), Row(beer_beerid=42941, rating=5.290785789489746)]"
6094,"[Row(beer_beerid=35361, rating=5.217816352844238), Row(beer_beerid=51494, rating=4.940536975860596)]"
6101,"[Row(beer_beerid=44671, rating=4.8703107833862305), Row(beer_beerid=38884, rating=4.759374141693115)]"
6104,"[Row(beer_beerid=74086, rating=4.567079544067383), Row(beer_beerid=48003, rating=4.517333030700684)]"
6111,"[Row(beer_beerid=51494, rating=5.46865177154541), Row(beer_beerid=73262, rating=5.362128734588623)]"
6114,"[Row(beer_beerid=35361, rating=5.0802083015441895), Row(beer_beerid=51494, rating=5.065940856933594)]"
6117,"[Row(beer_beerid=52862, rating=5.032703399658203), Row(beer_beerid=35361, rating=5.008232116699219)]"
6118,"[Row(beer_beerid=35361, rating=4.917731761932373), Row(beer_beerid=52862, rating=4.890604496002197)]"
6119,"[Row(beer_beerid=52862, rating=5.376368522644043), Row(beer_beerid=58479, rating=5.370055198669434)]"
6121,"[Row(beer_beerid=73262, rating=5.496159076690674), Row(beer_beerid=52862, rating=5.443798542022705)]"
6123,"[Row(beer_beerid=51494, rating=4.907477855682373), Row(beer_beerid=42941, rating=4.870254039764404)]"
6130,"[Row(beer_beerid=73262, rating=5.494598388671875), Row(beer_beerid=52862, rating=5.422424793243408)]"
6131,"[Row(beer_beerid=52862, rating=5.82110595703125), Row(beer_beerid=67231, rating=5.317996025085449)]"
6132,"[Row(beer_beerid=42941, rating=5.523900985717773), Row(beer_beerid=51494, rating=5.506915092468262)]"
6133,"[Row(beer_beerid=52862, rating=6.023216247558594), Row(beer_beerid=65602, rating=5.736472129821777)]"
6135,"[Row(beer_beerid=35361, rating=5.114523410797119), Row(beer_beerid=51494, rating=5.065207481384277)]"
6148,"[Row(beer_beerid=52862, rating=4.999629497528076), Row(beer_beerid=51494, rating=4.885591983795166)]"
6151,"[Row(beer_beerid=52862, rating=5.41231107711792), Row(beer_beerid=67231, rating=5.221827983856201)]"
6153,"[Row(beer_beerid=51494, rating=5.256114959716797), Row(beer_beerid=42941, rating=5.2024149894714355)]"
6158,"[Row(beer_beerid=39373, rating=5.136165142059326), Row(beer_beerid=52862, rating=5.081208229064941)]"
6169,"[Row(beer_beerid=35361, rating=5.008903980255127), Row(beer_beerid=64744, rating=4.97151517868042)]"
6174,"[Row(beer_beerid=52862, rating=6.102391242980957), Row(beer_beerid=58479, rating=5.685821533203125)]"
6180,"[Row(beer_beerid=73262, rating=4.429853439331055), Row(beer_beerid=48849, rating=4.266891002655029)]"
6183,"[Row(beer_beerid=52862, rating=5.654445648193359), Row(beer_beerid=67231, rating=5.374030113220215)]"
6186,"[Row(beer_beerid=35361, rating=5.239995002746582), Row(beer_beerid=51494, rating=5.145040512084961)]"
6191,"[Row(beer_beerid=35361, rating=5.2654571533203125), Row(beer_beerid=51494, rating=5.183578968048096)]"
6192,"[Row(beer_beerid=51494, rating=5.181675910949707), Row(beer_beerid=52862, rating=5.137210845947266)]"
6196,"[Row(beer_beerid=52862, rating=5.305860996246338), Row(beer_beerid=65602, rating=5.118142604827881)]"
6202,"[Row(beer_beerid=52862, rating=5.261657238006592), Row(beer_beerid=39373, rating=5.256322860717773)]"
6205,"[Row(beer_beerid=65602, rating=5.5736212730407715), Row(beer_beerid=66415, rating=5.476837635040283)]"
6208,"[Row(beer_beerid=35361, rating=5.4912285804748535), Row(beer_beerid=67231, rating=5.441648006439209)]"
6209,"[Row(beer_beerid=51494, rating=5.081099510192871), Row(beer_beerid=35361, rating=5.078246116638184)]"
6210,"[Row(beer_beerid=35361, rating=5.20866584777832), Row(beer_beerid=51494, rating=5.173074722290039)]"
6220,"[Row(beer_beerid=58479, rating=5.026203155517578), Row(beer_beerid=57390, rating=5.026203155517578)]"
6226,"[Row(beer_beerid=52862, rating=5.251619338989258), Row(beer_beerid=60009, rating=5.242654323577881)]"
6228,"[Row(beer_beerid=52862, rating=4.889963150024414), Row(beer_beerid=58479, rating=4.870080947875977)]"
6233,"[Row(beer_beerid=51494, rating=5.41165828704834), Row(beer_beerid=35361, rating=5.251894474029541)]"
6238,"[Row(beer_beerid=1270, rating=5.76649808883667), Row(beer_beerid=51494, rating=5.6758222579956055)]"
6242,"[Row(beer_beerid=52862, rating=4.477447509765625), Row(beer_beerid=35361, rating=4.405149936676025)]"
6246,"[Row(beer_beerid=52862, rating=5.1761884689331055), Row(beer_beerid=35361, rating=5.147274017333984)]"
6247,"[Row(beer_beerid=25702, rating=5.339569568634033), Row(beer_beerid=42941, rating=5.320707321166992)]"
6250,"[Row(beer_beerid=42941, rating=5.201939582824707), Row(beer_beerid=76115, rating=5.196883201599121)]"
6251,"[Row(beer_beerid=35361, rating=5.14909029006958), Row(beer_beerid=51494, rating=5.11232852935791)]"
6253,"[Row(beer_beerid=51494, rating=5.2135443687438965), Row(beer_beerid=45400, rating=5.179278373718262)]"
6258,"[Row(beer_beerid=35361, rating=5.222297191619873), Row(beer_beerid=51494, rating=5.171305179595947)]"
6259,"[Row(beer_beerid=1270, rating=5.653075695037842), Row(beer_beerid=76115, rating=5.456298351287842)]"
6260,"[Row(beer_beerid=51494, rating=5.32092809677124), Row(beer_beerid=42941, rating=5.2354416847229)]"
6269,"[Row(beer_beerid=51494, rating=5.258179664611816), Row(beer_beerid=42941, rating=5.205203056335449)]"
6270,"[Row(beer_beerid=52862, rating=5.189722537994385), Row(beer_beerid=51494, rating=5.127655982971191)]"
6274,"[Row(beer_beerid=51494, rating=5.0723371505737305), Row(beer_beerid=42941, rating=4.987395286560059)]"
6278,"[Row(beer_beerid=65602, rating=5.165027618408203), Row(beer_beerid=58479, rating=5.090342044830322)]"
6286,"[Row(beer_beerid=51494, rating=4.913273334503174), Row(beer_beerid=45400, rating=4.901639461517334)]"
6296,"[Row(beer_beerid=1270, rating=6.487130165100098), Row(beer_beerid=52674, rating=6.345421314239502)]"
6297,"[Row(beer_beerid=52862, rating=5.314686298370361), Row(beer_beerid=58479, rating=5.08515739440918)]"
6298,"[Row(beer_beerid=73262, rating=4.9399237632751465), Row(beer_beerid=52862, rating=4.937684059143066)]"
6303,"[Row(beer_beerid=35361, rating=5.3647918701171875), Row(beer_beerid=42941, rating=5.298476219177246)]"
6305,"[Row(beer_beerid=52862, rating=5.397517681121826), Row(beer_beerid=51494, rating=5.361299991607666)]"
6306,"[Row(beer_beerid=51494, rating=5.249929904937744), Row(beer_beerid=42941, rating=5.204423427581787)]"
6310,"[Row(beer_beerid=51494, rating=5.176885604858398), Row(beer_beerid=64744, rating=5.050330638885498)]"
6315,"[Row(beer_beerid=51494, rating=4.997592449188232), Row(beer_beerid=52862, rating=4.992533206939697)]"
6316,"[Row(beer_beerid=51494, rating=5.116045951843262), Row(beer_beerid=64744, rating=5.048595905303955)]"
6317,"[Row(beer_beerid=51494, rating=5.288857936859131), Row(beer_beerid=35361, rating=5.220798492431641)]"
6321,"[Row(beer_beerid=42941, rating=5.215699195861816), Row(beer_beerid=65602, rating=5.156245708465576)]"
6324,"[Row(beer_beerid=51494, rating=5.15838623046875), Row(beer_beerid=45680, rating=4.992803573608398)]"
6330,"[Row(beer_beerid=51494, rating=5.241500377655029), Row(beer_beerid=64744, rating=5.131229400634766)]"
6338,"[Row(beer_beerid=51494, rating=5.34047269821167), Row(beer_beerid=42941, rating=5.285746097564697)]"
6341,"[Row(beer_beerid=74086, rating=5.150321006774902), Row(beer_beerid=35361, rating=5.04360294342041)]"
6349,"[Row(beer_beerid=45680, rating=5.101870536804199), Row(beer_beerid=52862, rating=5.019016265869141)]"
6352,"[Row(beer_beerid=51494, rating=5.469135284423828), Row(beer_beerid=35361, rating=5.363039970397949)]"
6355,"[Row(beer_beerid=58844, rating=5.005987167358398), Row(beer_beerid=51494, rating=4.908401012420654)]"
6356,"[Row(beer_beerid=51494, rating=5.231934547424316), Row(beer_beerid=42941, rating=5.191596508026123)]"
6371,"[Row(beer_beerid=20507, rating=5.846864700317383), Row(beer_beerid=51494, rating=5.563720226287842)]"
6373,"[Row(beer_beerid=52382, rating=5.833922863006592), Row(beer_beerid=51494, rating=5.482911109924316)]"
6383,"[Row(beer_beerid=51494, rating=4.941888332366943), Row(beer_beerid=42941, rating=4.841970920562744)]"
6395,"[Row(beer_beerid=52862, rating=5.545660018920898), Row(beer_beerid=66841, rating=5.125823974609375)]"
6399,"[Row(beer_beerid=51494, rating=5.549176216125488), Row(beer_beerid=42941, rating=5.448521137237549)]"
6404,"[Row(beer_beerid=45680, rating=5.218425750732422), Row(beer_beerid=66841, rating=5.217898368835449)]"
6407,"[Row(beer_beerid=51494, rating=5.248580455780029), Row(beer_beerid=35361, rating=5.242753982543945)]"
6409,"[Row(beer_beerid=52862, rating=5.752861499786377), Row(beer_beerid=65602, rating=5.750128269195557)]"
6410,"[Row(beer_beerid=51494, rating=4.98425817489624), Row(beer_beerid=52862, rating=4.923643589019775)]"
6412,"[Row(beer_beerid=52862, rating=5.205427646636963), Row(beer_beerid=51494, rating=5.114022731781006)]"
6413,"[Row(beer_beerid=65602, rating=5.373632907867432), Row(beer_beerid=73262, rating=5.289891242980957)]"
6415,"[Row(beer_beerid=42941, rating=5.310549259185791), Row(beer_beerid=67231, rating=5.254290580749512)]"
6417,"[Row(beer_beerid=51494, rating=4.798089504241943), Row(beer_beerid=35361, rating=4.717257976531982)]"
6420,"[Row(beer_beerid=51494, rating=4.857573986053467), Row(beer_beerid=58479, rating=4.824440002441406)]"
6423,"[Row(beer_beerid=42941, rating=5.1171979904174805), Row(beer_beerid=76115, rating=5.089155673980713)]"
